step,w_exact,w_char,w_pattern,w_affix,w_length,difficulty_multiplier,contrib_exact,contrib_char,contrib_pattern,contrib_affix,exact_match_raw,char_overlap_raw,pattern_raw,affix_raw,length_penalty_raw,exact_match_norm,char_overlap_norm,pattern_norm,affix_norm,length_penalty_norm,composite_pre,composite_with_length,composite_with_difficulty,composite_predicted,reward_scalar,composite_diff,parse_success
0,0.4,0.2,0.14999999999999997,0.1,0.14999999999999997,1.2923076923076922,0.0,0.0501909438876343,0.011538461538461537,0.1,0.0,0.25095471943817144,0.07692307692307693,1.0,1.0,0.0,0.25095471943817144,0.07692307692307693,1.0,1.0,0.16172940542609585,0.16172940542609585,0.21018989123848014,0.21018989123848014,0.21018989123848014,0.0,0.7884615384615384
1,0.4,0.2,0.14999999999999997,0.1,0.14999999999999997,1.357142857142857,0.0,0.03701081848852118,0.03482142857142857,0.1,0.0,0.18505409244260593,0.23214285714285715,1.0,1.0,0.0,0.18505409244260593,0.23214285714285715,1.0,1.0,0.1718322470599498,0.1718322470599498,0.23088261131774626,0.23088261131774626,0.23088261131774626,0.0,0.24107142857142858
2,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.383333333333333,0.008333333333333333,0.0549538898581781,0.0,0.09999999999999999,0.020833333333333332,0.2747694492908905,0.0,1.0,1.0,0.020833333333333332,0.2747694492908905,0.0,1.0,1.0,0.16328722319151145,0.16328722319151145,0.22130249407120775,0.22130249407120775,0.22130249407120775,0.0,0.3229166666666667
3,0.4000000000000001,0.20000000000000004,0.14999999999999997,0.10000000000000002,0.14999999999999997,1.4062499999999998,0.0,0.03429692106584152,0.026953124999999998,0.10000000000000002,0.0,0.1714846053292076,0.1796875,1.0,1.0,0.0,0.1714846053292076,0.1796875,1.0,1.0,0.16125004606584153,0.16125004606584153,0.22285495322728816,0.22285495322728816,0.22285495322728816,0.0,0.1640625
4,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2909090909090908,0.03181818181818182,0.046434880398063566,0.04772727272727272,0.09999999999999999,0.07954545454545454,0.2321744019903179,0.3181818181818182,1.0,1.0,0.07954545454545454,0.2321744019903179,0.3181818181818182,1.0,1.0,0.22598033494351813,0.22598033494351813,0.2849425860470152,0.2849425860470152,0.2849425860470152,0.0,0.42045454545454547
5,0.4,0.2,0.14999999999999997,0.1,0.14999999999999997,1.2769230769230768,0.01153846153846154,0.05133615077600093,0.007211538461538462,0.1,0.028846153846153848,0.2566807538800046,0.04807692307692308,1.0,1.0,0.028846153846153848,0.2566807538800046,0.04807692307692308,1.0,1.0,0.17008615077600092,0.17008615077600092,0.20962695904007245,0.20962695904007245,0.20962695904007245,0.0,0.46153846153846156
6,0.4,0.2,0.14999999999999997,0.1,0.14999999999999997,1.2999999999999998,0.0,0.04327126740589003,0.011538461538461537,0.1,0.0,0.2163563370294501,0.07692307692307693,1.0,1.0,0.0,0.2163563370294501,0.07692307692307693,1.0,1.0,0.15480972894435158,0.15480972894435158,0.19708673691007317,0.19708673691007317,0.19708673691007317,0.0,0.46153846153846156
7,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.275,0.020833333333333332,0.05478354417261467,0.012499999999999999,0.09999999999999999,0.052083333333333336,0.2739177208630733,0.08333333333333333,1.0,1.0,0.052083333333333336,0.2739177208630733,0.08333333333333333,1.0,1.0,0.188116877505948,0.188116877505948,0.22922177464274843,0.22922177464274843,0.22922177464274843,0.0,0.3645833333333333
8,0.4000000000000001,0.20000000000000004,0.14999999999999997,0.10000000000000002,0.14999999999999997,1.353333333333333,0.0,0.05180631469410808,0.017499999999999998,0.10000000000000002,0.0,0.25903157347054034,0.11666666666666667,1.0,1.0,0.0,0.25903157347054034,0.11666666666666667,1.0,1.0,0.1693063146941081,0.1693063146941081,0.22639653076527347,0.22639653076527347,0.22639653076527347,0.0,0.5083333333333333
9,0.39999999999999997,0.19999999999999998,0.15,0.09999999999999999,0.15,1.325,0.0,0.057770228578510024,0.01875,0.09999999999999999,0.0,0.2888511428925501,0.125,1.0,1.0,0.0,0.2888511428925501,0.125,1.0,1.0,0.17652022857851005,0.17652022857851005,0.2300308403881126,0.2300308403881126,0.2300308403881126,0.0,0.578125
10,0.4,0.2,0.14999999999999997,0.1,0.14999999999999997,1.3142857142857143,0.0,0.03325058851234154,0.07232142857142858,0.1,0.0,0.16625294256170767,0.48214285714285715,1.0,1.0,0.0,0.16625294256170767,0.48214285714285715,1.0,1.0,0.2055720170837701,0.2055720170837701,0.2667875507556314,0.2667875507556314,0.2667875507556314,0.0,0.125
11,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.3499999999999999,0.0,0.04134124433326296,0.012499999999999999,0.09999999999999999,0.0,0.20670622166631478,0.08333333333333333,1.0,1.0,0.0,0.20670622166631478,0.08333333333333333,1.0,1.0,0.15384124433326296,0.15384124433326296,0.20365231572484135,0.20365231572484135,0.20365231572484135,0.0,0.4166666666666667
12,0.4,0.2,0.14999999999999997,0.1,0.14999999999999997,1.3153846153846152,0.0,0.02482178511731871,0.04903846153846154,0.1,0.0,0.12410892558659353,0.3269230769230769,1.0,1.0,0.0,0.12410892558659353,0.3269230769230769,1.0,1.0,0.17386024665578026,0.17386024665578026,0.22531280276017684,0.22531280276017684,0.22531280276017684,0.0,0.25
13,0.4,0.2,0.14999999999999997,0.1,0.14999999999999997,1.3384615384615384,0.0,0.05355018522553293,0.021634615384615384,0.1,0.0,0.26775092612766466,0.14423076923076922,1.0,1.0,0.0,0.26775092612766466,0.14423076923076922,1.0,1.0,0.1751848006101483,0.1751848006101483,0.22963513913494948,0.22963513913494948,0.22963513913494948,0.0,0.33653846153846156
14,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2909090909090908,0.0,0.03190561866552491,0.06818181818181818,0.09999999999999999,0.0,0.15952809332762452,0.45454545454545453,1.0,1.0,0.0,0.15952809332762452,0.45454545454545453,1.0,1.0,0.2000874368473431,0.2000874368473431,0.2591946407016902,0.2591946407016902,0.2591946407016902,0.0,0.2840909090909091
15,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.2916666666666667,0.0,0.04374874881199212,0.012499999999999999,0.09999999999999999,0.0,0.21874374405996067,0.08333333333333333,1.0,1.0,0.0,0.21874374405996067,0.08333333333333333,1.0,1.0,0.15624874881199213,0.15624874881199213,0.19752859477190068,0.19752859477190068,0.19752859477190068,0.0,0.21875
16,0.39999999999999997,0.19999999999999998,0.14999999999999997,0.09999999999999999,0.14999999999999997,1.383333333333333,0.0,0.02975782266206578,0.0375,0.09999999999999999,0.0,0.14878911331032893,0.25,1.0,1.0,0.0,0.14878911331032893,0.25,1.0,1.0,0.1672578226620658,0.1672578226620658,0.22873056452302465,0.22873056452302465,0.22873056452302465,0.0,0.3020833333333333
