step,w_exact,w_char,w_pattern,w_affix,w_length,difficulty_multiplier,exact_match_raw,char_overlap_raw,pattern_raw,affix_raw,length_penalty_raw,exact_match_norm,char_overlap_norm,pattern_norm,affix_norm,length_penalty_norm,composite_pre,composite_with_length,composite_predicted,reward_scalar,composite_diff,parse_success
0,0.4000000000000001,0.20000000000000004,0.14999999999999997,0.10000000000000002,0.14999999999999997,1.1999999999999997,0.013671875,0.1941478906053903,0.0,0.96484375,1.0,0.013671875,0.1941478906053903,0.0,0.96484375,1.0,0.1407827031210781,0.1407827031210781,0.16893924374529368,0.16893924374529368,,0.619140625
1,0.4000000000000001,0.20000000000000004,0.14999999999999997,0.10000000000000002,0.14999999999999997,1.1999999999999997,0.03125,0.25057924639269935,0.0,1.0,1.0,0.03125,0.25057924639269935,0.0,1.0,1.0,0.1626158492785399,0.1626158492785399,0.19513901913424783,0.19513901913424783,,0.712890625
2,0.4000000000000001,0.20000000000000004,0.14999999999999997,0.10000000000000002,0.14999999999999997,1.1999999999999997,0.1875,0.41802847892226946,0.0,1.0,1.0,0.1875,0.41802847892226946,0.0,1.0,1.0,0.2586056957844539,0.2586056957844539,0.3103268349413447,0.3103268349413447,,0.662109375
0,0.4000000000000001,0.20000000000000004,0.14999999999999997,0.10000000000000002,0.14999999999999997,1.1999999999999997,0.01171875,0.19193108090271827,0.0,0.953125,1.0,0.01171875,0.19193108090271827,0.0,0.953125,1.0,0.13838621618054364,0.13838621618054364,0.16606345941665238,0.16606345941665238,,0.615234375
1,0.4000000000000001,0.20000000000000004,0.14999999999999997,0.10000000000000002,0.14999999999999997,1.1999999999999997,0.03125,0.24742189654390748,0.0,1.0,1.0,0.03125,0.24742189654390748,0.0,1.0,1.0,0.1619843793087815,0.1619843793087815,0.19438125517053778,0.19438125517053778,,0.6953125
3,0.4000000000000001,0.20000000000000004,0.14999999999999997,0.10000000000000002,0.14999999999999997,1.1999999999999997,0.09375,0.2422877498155035,0.0,1.0,1.0,0.09375,0.2422877498155035,0.0,1.0,1.0,0.1859575499631007,0.1859575499631007,0.22314905995572082,0.22314905995572082,,0.7421875
2,0.4000000000000001,0.20000000000000004,0.14999999999999997,0.10000000000000002,0.14999999999999997,1.1999999999999997,0.1875,0.41630914311644335,0.0,1.0,1.0,0.1875,0.41630914311644335,0.0,1.0,1.0,0.2582618286232887,0.2582618286232887,0.30991419434794637,0.30991419434794637,,0.654296875
4,0.4000000000000001,0.20000000000000004,0.14999999999999997,0.10000000000000002,0.14999999999999997,1.1999999999999997,0.115234375,0.31657647259853994,0.0,0.9798177083333334,1.0,0.115234375,0.31657647259853994,0.0,0.9798177083333334,1.0,0.20739081535304132,0.20739081535304132,0.24886897842364963,0.24886897842364963,,0.76171875
3,0.4000000000000001,0.20000000000000004,0.14999999999999997,0.10000000000000002,0.14999999999999997,1.1999999999999997,0.080078125,0.23906842246030144,0.0,1.0,1.0,0.080078125,0.23906842246030144,0.0,1.0,1.0,0.1798449344920603,0.1798449344920603,0.21581392139047234,0.21581392139047234,,0.734375
5,0.4000000000000001,0.20000000000000004,0.14999999999999997,0.10000000000000002,0.14999999999999997,1.1999999999999997,0.125,0.2814999133238482,0.0,0.9716796875,1.0,0.125,0.2814999133238482,0.0,0.9716796875,1.0,0.20346795141476964,0.20346795141476964,0.24416154169772358,0.24416154169772358,,0.744140625
